Vmag,Plx,B-V,Amag,TargetClass
9.17,6.930691142586449,0.458,17.754189,1
5.55,8.456646596229406,0.901,15.26004,0
9.58,6.613100713401438,0.587,18.76162,1
8.63,7.816983984548711,0.463,18.570564,1
7.64,3.183108981141306,1.473,15.310131,0
6.68,3.354378516109368,0.084,14.485507,1
9.44,0.720357893534775,0.225,15.667563,1
6.04,8.79478959587259,1.163,16.116798,0
6.55,4.042431272075843,1.389,14.619209,0
5.59,10.288447076365827,1.325,15.594339,0
7.39,4.735975280052103,1.107,15.708504,0
9.99,3.204471097436789,0.131,16.064219,1
9.04,4.763971317416151,0.515,17.237432,1
9.24,62.53752428188219,1.39,23.237736,1
8.3,11.073181900912203,0.501,18.487133,1
7.6,3.0369747405169463,1.62,14.88941,0
8.94,1.7641584865183466,1.181,14.946985,1
8.88,5.210192835302531,1.14,17.27714,0
6.9,8.317893332165129,0.508,16.605072,0
6.15,3.9909952733539535,1.652,13.484339,0
8.59,0.515616149521837,0.36,12.33094,0
9.53,6.91821513177799,0.41,18.882019,1
8.43,2.65937242317858,0.9,16.048733,0
7.7,4.269677608646321,1.198,16.587135,0
7.35,6.813033792135341,0.501,16.633644,1
7.22,2.233565151401565,0.054,13.410231,1
8.93,2.6641902132333617,0.31,17.318035,1
8.29,5.790011610702824,1.323,16.375002,0
6.6,6.249932671574609,1.153,15.432064,1
8.71,0.5180029687156091,0.864,14.087735,0
8.8,1.351896584941775,1.147,15.6274395,0
9.36,2.8172313954732804,0.586,16.58802,1
8.64,2.8022707692013755,0.889,15.101281,0
9.84,5.259671365198651,0.723,18.57706,1
9.64,7.41308212218022,0.519,18.453392,1
9.14,8.049766088643604,0.612,19.307121,1
9.32,2.828738518252451,0.319,17.297482,1
3.69,6.157214064845682,-0.196,12.375963,1
8.61,9.515071386292425,0.572,18.84832,1
9.32,5.866498906263162,0.48,18.203506,1
9.48,4.581112811940455,0.668,18.201466,1
9.83,14.862588646819946,0.837,20.63084,1
9.33,3.376564902932994,1.068,16.3965,1
8.13,4.827217937831804,0.97,17.327389,0
8.59,3.149222923519729,1.042,15.794546,0
9.1,3.46927842153994,0.484,18.058453,1
6.33,7.751266411694729,0.182,15.719735,1
8.98,1.0197558950747658,1.311,13.077719,0
10.01,22.157876143840756,1.075,21.200232,1
5.56,7.7659320870649555,-0.052,15.064566,1
5.66,8.423153128187554,1.35,15.075466,0
9.11,0.6067732144920075,0.473,13.456158,0
9.9,5.038932551056032,0.53,18.613625,1
9.32,6.1452773169346,0.41,18.579348,1
9.99,0.863328624098322,0.532,17.82513,1
7.97,0.0006966965209312,2.21,7.741212,0
9.59,10.088510598364234,0.846,19.810738,1
9.29,6.4513456943641865,0.4,17.853249,1
9.39,5.067381628729796,0.513,18.218344,1
9.85,1.7952088258297838,0.74,15.056964,1
8.3,0.13028623477178,-0.111,8.3,0
8.83,3.025733873631129,0.6,17.61698,1
8.86,4.667051813064387,0.14,16.09579,0
8.96,3.856102651100792,1.022,16.753544,0
7.29,2.432319566228943,1.461,14.438762,0
8.68,7.268532479640143,0.588,18.181835,1
7.74,6.36723140607894,0.26,16.750446,1
8.4,9.980363907969323,0.627,18.501806,1
9.35,9.047233770277131,0.529,18.669586,1
8.85,9.56087152241469,0.52,18.96008,1
7.47,0.565018751834002,1.375,13.609433,0
8.83,5.737953525463983,1.044,15.879665,0
8.74,1.117780685287184,1.227,15.156506,0
9.74,4.072481686729339,0.463,17.627459,1
8.96,0.9241588403883848,1.025,15.89695,0
6.26,3.994687918378148,1.122,14.889559,0
3.27,31.882015141912188,1.268,15.808605,0
9.28,2.352937346403384,0.563,16.892221,1
5.9,10.390760094299878,1.144,15.61252,0
8.64,10.996276347449244,0.969,18.657303,1
8.11,2.0259575990976484,0.168,14.593326,1
5.61,3.0986235026898594,1.58,13.731411,0
7.91,5.87940233519891,1.091,16.599937,0
7.21,18.952930096234287,0.496,18.55289,1
9.4,6.061681736507176,0.876,18.081982,1
10.16,22.868911864367075,1.19,22.134884,1
9.04,3.043200878900333,0.915,16.212845,0
8.21,1.4469947824775558,1.491,14.649009,0
5.84,2.9099413525150664,1.612,13.66333,0
6.81,4.676534868456769,1.56,14.941702,0
9.65,9.21884264336808,0.46,18.890945,1
9.27,13.64876760028487,0.804,20.318916,1
9.46,7.642458558652102,0.5,18.86121,1
7.11,0.1300044736176958,0.738,10.17392,0
8.68,7.355015433634082,0.528,18.666931,1
8.12,2.1284969333694064,1.337,14.93806,0
7.6,4.461809059453629,1.156,15.92321,0
8.31,8.109371841492251,0.354,17.45652,1
6.39,49.15249905567539,0.659,19.843195,1
7.32,18.385144690231492,0.417,18.465849,1
9.26,2.4394242858767363,1.07,16.488022,0
8.52,4.544373142513559,1.155,16.480885,0
8.53,4.255408286455162,1.011,15.23222,0
7.15,14.69364530919568,0.964,17.896095,0
6.6,46.94088350467384,0.69,19.947979,1
8.35,1.5290389706727026,0.515,12.414567,0
7.55,5.554635318077748,1.015,15.645467,0
7.07,6.527857690790632,1.245,15.658352,0
7.28,0.9690482202274664,1.56,13.6965065,0
8.82,7.415260125871669,0.374,17.86443,1
8.32,0.0515595525939055,0.495,9.713768,0
8.44,2.867259042736889,0.068,15.825605,1
9.97,4.761588808221507,0.577,18.734081,1
5.22,7.33849984553248,0.954,14.638308,0
8.22,3.513570394696512,0.859,15.598356,1
9.21,12.11613377359546,0.662,19.766312,1
9.58,4.03493932371941,0.546,18.382113,1
9.6,4.717009637521596,0.552,17.363342,1
8.5,7.082109646182328,0.541,17.524105,1
9.85,9.102759709571172,0.52,18.340504,1
9.24,2.8298711384140978,0.506,14.635906,1
9.23,0.0961231188639624,1.728,12.97094,0
9.74,1.545298353328811,0.441,17.678555,1
7.86,13.24925849108834,0.487,18.548353,1
8.07,4.450165897027315,1.236,15.934359,0
8.35,10.053706880896474,0.624,17.895105,1
7.04,3.747349499212219,1.447,14.857406,0
7.83,3.516883765322244,1.199,15.11183,0
6.44,6.39237607393514,0.94,15.207916,1
5.24,46.69910884123257,0.459,18.546696,1
10.14,6.806485847517405,0.585,18.888683,1
9.67,10.054677367501736,0.641,19.960232,1
8.23,3.0454485336904877,1.032,15.488932,0
6.78,17.027976907350652,0.348,17.788351,1
6.54,0.5423362341082102,2.215,3.0451496,0
6.35,3.0069059333173542,-0.027,13.10124,0
9.23,1.5407535268882069,0.988,13.294566,0
8.76,2.4521700478989428,0.95,16.29928,0
8.72,2.950421077003525,0.39,13.235451,1
9.09,8.194982208294313,0.503,18.695831,1
6.71,12.16077844731681,0.99,16.994524,0
8.27,33.54178293742718,0.863,20.920359,1
7.19,3.904308381899035,1.558,14.681553,0
6.67,6.6638108141198575,1.304,14.974328,0
8.74,3.8091786830343146,0.104,16.41647,1
8.56,3.5941645970103924,1.008,16.230131,1
7.89,62.28764343482853,1.251,21.86627,1
8.44,3.345984931369821,1.33,14.966757,0
7.53,11.955808660166484,0.455,17.88757,1
8.01,0.7681814953466355,0.076,15.321991,1
5.58,0.5092079587118918,0.407,10.252492,0
8.63,4.894830087641875,1.156,15.610996,0
7.12,3.033316148724383,1.6,14.135603,0
5.9,16.994858190900313,0.944,17.139868,0
8.98,27.677242605808583,0.795,21.037256,1
7.75,8.833886829829062,0.323,17.12241,1
3.32,69.74092154738678,0.885,14.402148,0
7.58,4.507011826167576,1.0,15.25647,0
8.33,4.59719519364254,1.259,16.461702,0
8.03,3.7596638498041104,1.077,15.876869,0
9.1,2.631991316272696,1.113,16.618954,0
9.69,2.8775904525801845,0.521,18.430939,1
10.58,1.6211159781913755,-0.057,15.375207,1
7.26,4.0395146019106125,1.249,14.695692,0
9.92,5.295210529807458,0.632,12.512569,1
9.65,4.2939522653967925,0.67,17.93049,1
8.71,5.0667548729234895,1.141,16.53924,0
8.64,4.340876596258855,0.348,17.464615,1
8.71,2.953602614424068,1.639,16.455017,0
8.81,14.814316132807008,0.708,19.667171,1
9.22,8.285488053283183,0.441,18.849136,1
4.24,11.364433978537928,1.213,14.331421,0
9.5,18.354315941354287,0.907,21.006235,1
9.72,0.3545120785848876,0.724,17.66416,1
8.82,1.3802859414387736,0.979,14.535074,0
8.99,0.6450274175915582,1.082,12.303789,0
8.53,7.766832178098308,0.909,17.819675,1
7.79,5.079513397679509,1.086,16.065693,0
8.08,4.980656749754257,0.43,16.705473,1
8.87,6.275115568763653,0.545,16.621141,1
6.99,1.2767347969184906,0.412,12.34941,0
9.36,5.974670433324615,0.662,17.98956,1
9.02,0.838160444775026,0.084,14.285393,0
8.19,11.843024612637477,0.48,18.220188,1
8.27,12.212841688573992,0.577,18.75455,1
7.95,1.9043344431339733,1.068,12.647596,0
9.71,20.554490322700698,1.036,21.195518,1
9.68,5.363278854523942,0.513,18.325825,1
8.56,7.53073234322176,0.444,18.20198,1
7.24,5.810407627334174,1.059,15.726147,0
7.68,1.5343637001895,1.491,14.174265,0
8.78,3.1407175672160474,0.926,16.74643,1
9.61,10.722945160886963,0.516,19.111835,1
6.24,0.5262884038392406,0.332,11.082415,0
8.43,3.7721896877292265,1.016,16.720058,0
8.04,3.955805904495528,1.44,16.310883,1
9.09,2.387007056749997,1.083,15.414089,0
6.84,2.182166717688007,1.596,13.803485,0
8.66,4.857176697553518,0.16,16.97379,1
9.21,6.653911651969991,0.574,18.60548,1
8.72,21.377294827040256,0.73,20.143282,1
7.65,10.841417978226232,0.492,17.7205,1
8.3,11.132519804909762,0.524,18.561546,1
9.04,10.02604292875404,0.49,18.622269,1
6.18,7.899926061913988,0.315,15.632105,0
9.69,2.279647210150107,1.393,16.248768,0
8.56,1.372403047559231,1.972,14.243603,0
7.14,2.6760637736123893,1.028,14.068031,0
5.5,14.041176136552387,0.083,16.290304,1
5.8,78.59858650421111,0.69,20.332481,1
9.17,0.1488782327296925,0.984,9.17,0
8.66,3.335723461893733,0.348,16.877262,0
7.84,2.1723712156963755,1.274,14.00498,0
8.6,1.4314555315437223,1.647,13.643002,0
8.84,3.6162911956163617,0.4,16.068022,1
7.27,16.728194154987477,0.418,18.213236,1
7.88,11.364549035911706,0.476,18.116375,1
9.19,4.097226804846594,0.485,17.316563,1
9.6,10.879361510077176,0.712,19.500017,1
7.03,1.8488254239251285,1.588,13.800543,0
9.06,10.091770737619385,0.525,18.890709,1
8.75,1.420409222638361,1.771,11.06199,0
6.14,2.9831519125261456,1.654,13.575691,0
7.71,2.1556987319393057,1.253,14.470913,0
8.61,0.3448794917819404,0.978,14.077108,1
7.4,0.7004169210217104,0.24,11.021379,0
8.8,0.2346963874298243,1.43,12.654261,0
8.76,9.97936022783677,0.494,18.639456,1
8.89,1.5871688063517473,0.561,17.98772,1
6.98,3.6672868832388312,1.306,14.450773,0
9.38,4.763008382956601,1.098,16.27199,1
5.57,11.490276857333807,1.043,15.8102665,0
8.4,4.148864743492901,1.153,16.636913,0
9.09,9.995526763817768,0.53,18.946379,1
8.71,0.761149785411944,1.04,13.994524,0
8.95,0.2254329947079381,1.01,15.332309,0
9.03,5.572216690159939,0.824,17.449734,1
8.6,1.272947897835793,1.5,12.9753065,0
8.71,0.5491002635601114,1.367,13.643859,0
8.32,0.9323676619065376,1.022,13.208618,0
8.8,5.29892081962644,0.893,16.95214,0
8.39,9.41699244862177,0.469,18.443619,1
6.81,13.194101676918972,0.471,17.29455,1
8.92,7.15509659293185,0.499,18.48111,1
8.49,3.187107899527408,1.005,15.72579,0
7.14,4.231278645482855,1.01,15.396389,0
8.57,2.0835496172482477,1.082,10.726818,0
8.04,1.2024436179633304,1.046,14.820129,0
9.72,2.702875811661183,0.914,18.179825,1
8.68,3.260481754430632,1.011,16.387897,0
10.27,3.201482811479289,0.238,17.802525,1
8.41,3.653773713134159,1.572,15.574846,0
7.84,11.898918873521684,0.485,17.9168,1
9.45,4.093518181531753,0.615,17.754328,1
7.3,2.7908497364735494,1.078,14.87274,0
7.97,8.892737659235538,0.578,17.371208,1
8.65,3.243527375294911,0.493,17.670696,1
9.34,3.90567889493986,0.471,18.476847,1
9.56,9.025228924953222,0.502,19.469093,1
8.6,4.512526575276022,0.1,16.049793,1
7.46,12.583832827970197,0.368,17.80834,1
7.92,27.38812156146499,0.656,20.07682,1
8.25,9.721070193480312,0.589,18.360079,1
9.88,9.166786764462708,0.509,19.211437,1
8.34,3.9602836375340154,0.409,16.512386,1
9.53,1.392012330352154,1.07,16.88646,0
9.31,10.236902213785168,0.632,19.426262,1
9.1,4.5250255771111645,0.682,17.902113,1
8.66,3.408788602725842,0.264,16.50687,0
9.28,7.839746619399721,0.651,18.90398,1
9.66,1.3954603278346274,0.899,13.854245,1
7.22,6.016690615041656,1.273,15.382286,0
7.95,3.332453585977138,0.979,16.0033,0
8.41,17.90604960258598,0.701,19.790009,1
8.43,1.4100657404226469,0.94,14.857786,0
7.56,19.23457935766195,0.505,19.007944,1
8.55,4.660916448950727,1.357,16.661072,0
9.12,8.596852560436117,0.74,19.102558,1
6.87,1.131229405836992,0.494,12.173489,0
8.29,12.92334709139718,0.488,18.882977,1
7.52,0.3502322465063005,0.48,11.33714,0
8.54,2.210256871273192,-0.035,14.27064,0
8.85,7.607007247489627,0.264,18.21951,0
8.11,2.862484515609356,0.958,16.147274,0
9.48,7.921688638262678,1.311,16.872833,0
9.85,3.305697638790149,0.526,18.16379,1
8.55,8.380959249794886,0.401,18.113766,1
9.75,7.11146740945416,0.612,19.048693,1
7.21,8.20282469439608,1.246,16.709103,0
9.56,6.153358724291326,0.567,18.779278,1
6.78,9.265210754532047,0.261,16.460054,1
8.84,1.98004765164927,1.106,16.289793,0
7.23,3.754972702982904,0.287,14.16695,0
5.36,11.489204180230496,0.884,15.697214,0
8.93,6.693635977579293,0.376,17.682543,1
9.17,16.38708133089742,0.78,20.314568,1
8.78,0.3466659724198914,1.137,9.8006,0
8.08,3.512745968188944,1.251,15.68569,0
8.53,3.329181224955428,1.274,15.545603,0
8.97,3.759526877996641,1.294,15.740542,0
9.12,39.7721664738398,1.025,22.207623,1
7.96,4.6915149886580165,1.07,16.216389,0
8.61,2.8954760424291317,1.487,16.391512,0
6.91,9.296153422483089,0.331,16.84162,1
9.6,1.675903724863671,1.205,13.856293,0
10.71,0.8257240773988552,0.444,16.757576,1
7.71,4.987143120950609,1.093,16.226456,0
9.87,9.164407189225969,0.51,19.646034,1
8.56,9.305952614806998,0.532,18.696747,1
8.69,9.88452625710488,0.537,18.770985,1
7.74,5.874280179153039,1.114,16.252151,0
8.66,3.8105742513086014,0.391,16.675722,1
8.32,0.7838260673570301,1.515,9.713768,0
9.65,0.6545039843459574,1.72,11.961989,1
6.61,1.960455040005644,-0.04,14.63113,0
9.83,9.154571305957829,0.587,16.63864,1
7.49,6.804086764288944,1.185,16.534428,0
7.17,9.146703826763233,0.375,17.250986,1
7.6,4.305904746429564,1.1,15.946585,0
7.59,26.26102405215465,0.626,19.59269,1
9.85,3.797875646292136,0.652,18.062323,1
8.8,8.979692852393525,0.47,18.677158,1
9.07,0.5916421850868763,1.163,13.200374,1
6.27,13.37806939730574,0.44,16.975681,1
8.3,0.010064472763903,1.08,10.8925705,0
6.43,7.274095122030805,1.122,16.059137,0
8.2,3.773902850230654,1.15,15.224169,0
9.03,0.6441957357502277,1.288,10.838639,0
10.27,2.5978258586330485,0.099,16.640789,0
9.0,10.770897425392596,0.566,19.128576,1
8.5,6.56860968659658,0.469,17.819588,1
5.55,8.973501744772719,0.398,15.415639,0
9.17,3.9782230309702697,0.452,17.847996,1
5.5,9.979077816507678,0.029,15.224879,1
7.97,0.6402982649124271,1.438,15.702713,0
8.95,0.9597654242121166,1.592,15.0242195,0
3.69,58.01051193738093,0.844,17.4766,1
8.1,1.7821509647654354,1.227,13.980456,0
8.54,1.5650186487851396,0.97,14.600939,0
6.04,7.255074680931678,1.081,15.287097,0
9.09,4.287138729813553,0.44,17.23705,1
9.23,3.6645731268678015,0.995,17.978682,0
6.91,3.989000124237673,1.249,14.66725,0
6.96,2.352792582886871,0.788,14.140814,0
9.22,1.306826579794441,1.088,10.372245,0
6.88,14.637231135373026,0.312,17.71363,1
8.76,1.8736837771241293,1.008,14.596587,1
8.96,12.035619133969256,0.71,19.526373,1
7.61,3.5219093225960463,1.001,15.542936,0
8.68,5.177249734695154,1.205,17.166147,0
8.02,6.018925918081558,0.269,17.013252,1
8.38,3.840844364461424,0.891,16.155472,0
8.07,0.8532084000113411,0.535,11.52098,0
8.15,0.114424604165201,1.397,14.087604,0
9.94,4.265747134709701,0.626,18.753391,1
6.67,6.237128270887711,1.077,15.5205765,0
9.24,4.331201765383768,1.26,16.55199,0
7.73,15.541836261537291,0.401,18.376839,1
8.1,5.540425447859976,0.944,16.115723,1
7.06,6.609931566913962,0.365,16.328491,0
8.51,8.750098715611461,0.559,17.950897,1
7.04,6.325516006755887,1.017,15.749696,0
6.71,5.93690016562391,0.879,14.9518,0
6.8,4.657922483500605,1.524,15.457944,0
6.59,5.166970330495362,1.351,15.106457,0
9.21,6.238158301449745,0.566,18.350075,1
9.35,1.9219951493456515,1.022,14.576615,0
6.11,0.1782176262860756,-0.151,9.889375,0
8.97,0.5254722782747656,1.241,13.402454,0
6.15,22.77177548272367,0.524,17.87098,0
9.05,5.499348672784532,0.909,17.424305,1
2.07,15.115330870750064,1.576,13.138916,0
9.0,6.621407640186401,0.457,17.74094,1
8.59,1.156537880336892,-0.001,16.407406,1
8.7,2.780188390277596,0.171,16.81107,0
8.73,2.269665346240298,1.124,14.491442,0
5.63,12.366211707036832,-0.059,16.133575,1
8.38,2.2090849290948142,1.137,15.979139,0
9.27,2.848366454357965,1.336,17.122715,0
7.58,3.711505450943231,1.271,15.385508,1
8.16,3.3139263399764687,0.921,16.487904,0
8.61,5.698472182219337,1.041,17.251768,0
8.41,2.9142582624098234,1.191,15.598753,0
6.35,5.902710482518085,-0.002,15.843626,1
5.98,6.938339184999052,1.119,15.260622,0
8.4,16.127273651102296,0.566,19.364231,1
8.83,13.258302950926277,0.59,19.669538,1
6.11,8.962259578783033,1.109,15.849619,0
4.34,4.5433916860334325,-0.123,12.821781,1
8.64,0.0130587243889103,0.95,12.704567,1
8.98,2.2824951787232868,1.257,14.147119,0
7.18,9.41877135343563,0.156,16.939116,1
6.43,26.70027422027609,0.415,18.549505,1
7.98,0.9241852184487742,1.477,11.83426,0
6.17,9.996029217328608,0.066,16.215128,1
6.41,4.786867895455054,1.306,13.995979,0
8.95,9.040163527131782,0.625,18.692064,1
8.36,4.745113413999111,0.441,17.104813,1
5.17,18.99427362735586,0.128,16.455992,1
7.64,11.33172872519228,0.479,17.967897,1
9.16,10.183649880763884,0.782,19.135983,1
9.36,2.3326919361742204,1.094,4.3599997,0
9.09,3.663235239569592,0.644,15.366363,0
9.03,9.08397277459483,0.664,16.768873,1
5.72,5.762992602377232,-0.056,14.671425,1
6.74,9.01026314629758,0.191,16.655876,1
5.69,8.006953727662495,-0.01,15.139309,1
9.35,7.339345996932426,0.67,17.823025,1
8.79,6.155312905245332,0.325,17.340588,1
6.94,4.792231372853953,1.252,15.757139,0
7.27,13.357283434936557,0.609,17.9313,1
6.39,3.5879913791795177,-0.103,14.097897,0
7.34,0.6264746244216667,0.924,12.135207,0
2.28,60.14696622614136,0.38,16.16677,1
7.39,5.973890156023067,0.99,15.778034,0
5.67,10.733522690152196,1.119,15.674339,0
8.08,4.390066725256528,0.995,15.501499,0
9.47,6.08877854997363,0.572,18.676798,1
10.2,1.0892729393408354,0.461,5.2,1
8.97,21.16525346795244,0.807,20.566574,1
6.4,7.442152616022425,0.995,15.578453,0
8.62,8.81543763737426,0.992,17.96909,0
8.37,0.9647936045209592,1.109,15.854649,0
9.25,0.3068898865926841,1.021,14.293001,1
8.78,6.410196585094058,0.844,17.807503,0
9.11,2.4917977588820306,1.092,16.451736,0
8.86,1.8121925354972863,1.02,14.973581,0
8.47,4.189138838593525,1.304,16.721539,0
8.08,3.0123701331537003,1.156,15.769095,0
8.6,2.435265479046408,1.412,13.826615,0
7.05,7.034713891626383,1.05,16.137829,0
8.46,20.422570139208343,0.748,20.029335,1
10.84,1.110496962714421,0.045,16.94054,0
8.96,2.5145118741482366,0.188,15.2121,0
7.63,15.86488384849422,0.491,18.275227,1
6.35,17.259091769768634,0.493,17.47913,1
6.97,53.24651977140768,0.766,20.519316,1
9.16,7.096509723807418,0.546,18.111425,1
7.71,5.551752594859158,0.085,16.403904,1
8.52,2.4371604033476144,0.16,15.535603,1
8.72,1.357134265804014,1.309,14.339258,0
6.12,8.243082580086025,0.935,15.857168,0
9.61,5.349686176608511,0.523,18.504372,1
8.67,0.1003962771404901,1.066,12.560757,0
9.6,1.602038591150548,0.197,15.68742,1
9.36,1.4018310513883474,0.358,16.25199,1
9.09,0.2027091956943078,1.451,8.861213,0
5.16,20.015164525990222,0.442,16.710278,0
7.77,7.132610653468129,1.051,16.541742,0
8.37,3.069936062308184,1.435,14.646362,0
8.83,0.560057792554878,0.724,15.094265,0
8.6,11.894073349513048,0.481,18.838322,1
12.15,8.70719662247889,1.387,23.001308,1
7.47,0.8240785586285233,1.415,13.55742,0
9.19,7.10294780775867,0.596,18.482685,1
9.19,7.10955582817987,0.636,18.113087,1
8.74,2.504488852432228,1.18,15.998932,0
6.93,7.349792386211767,0.994,16.382105,0
8.85,6.205424419880259,0.518,18.368164,1
7.96,2.274901073279276,1.562,14.475981,0
9.31,2.329688844669072,1.045,16.681082,0
7.22,0.8275604037661539,1.51,9.676808,0
9.12,2.8083504802409336,0.471,17.438503,1
7.33,1.3057590160036745,1.64,14.293485,0
8.5,12.262298455833248,0.573,18.938908,1
6.09,11.784752277160496,0.186,16.507515,1
7.64,4.36905678764982,0.317,15.92049,0
8.57,14.349840401857966,0.644,19.288195,1
7.15,5.829199448943849,1.496,16.4124,0
8.23,3.41258364983854,0.986,16.452192,0
9.99,1.6873563753713463,0.515,17.950884,1
5.21,22.531700655681004,0.32,16.93098,1
8.27,3.384499245986605,0.323,16.370682,0
9.08,14.389887700838422,0.705,19.67463,1
7.11,2.35053756836195,1.26,14.95101,0
7.14,10.23551656368181,0.464,17.208399,1
8.49,5.561499575847916,0.431,17.347939,1
9.76,19.357385412745145,0.74,21.182154,1
9.69,9.363064374830168,0.703,19.61713,1
9.14,0.8321025193256344,0.898,13.544068,0
7.21,2.8407142459586545,1.53,14.854584,0
8.52,3.558318557392932,0.354,16.458555,1
9.82,5.670153950134645,1.18,18.262098,1
8.17,9.27318282929669,0.563,17.44153,1
8.66,38.57056550511121,1.197,21.535938,1
8.4,2.839238771191177,-0.057,15.71199,1
8.49,2.0667864516832486,1.158,13.84941,0
9.65,7.10889274917068,0.641,19.416382,1
9.83,10.237468098667144,0.618,19.845146,1
7.36,6.721306751117655,0.006,16.66169,1
7.93,0.6205066881530272,1.57,10.587395,0
8.57,2.824579289626745,1.314,16.10928,0
8.56,1.4797122964671208,0.95,15.359179,0
8.69,7.759905965338594,0.549,17.371983,1
8.57,0.8483465546331536,1.612,9.590599,0
8.15,2.523505443062326,1.201,15.233202,0
5.66,0.9603549379788074,0.595,11.924265,0
6.51,6.216553594746462,0.97,15.624108,0
7.39,5.607100127605962,1.086,16.337904,0
8.53,3.728279217491244,1.039,15.654408,0
7.53,2.9313754066850164,1.468,14.734547,0
8.62,8.280090486639875,0.749,18.14898,0
7.88,5.305739226520688,0.473,16.38784,1
6.95,5.127364130082479,1.574,15.714082,0
9.66,0.9576804399846156,0.423,16.816818,1
7.51,24.7252098314705,0.595,19.486633,1
8.55,7.096360499878118,0.417,17.869587,1
9.08,1.854028954458764,0.798,17.454306,1
6.05,2.29633903573324,1.58,13.384338,0
8.4,1.8549510149188664,1.014,15.102221,0
7.12,1.895689206152084,1.722,13.65748,0
8.72,0.4906577532403406,1.183,14.4814415,0
9.27,0.1053414683266048,1.423,11.58199,0
7.93,2.112489698396153,1.608,15.53569,0
8.69,21.960071144884346,0.722,20.417847,1
9.63,7.1296672874549305,0.489,17.876675,1
8.7,1.9665250853602576,1.055,15.279852,0
6.46,11.137941025232902,0.248,16.389378,1
8.1,2.228259692311969,1.477,12.504068,0
9.04,5.402218848269741,1.0,17.028477,0
5.07,42.62893835674282,0.502,18.17588,1
9.71,6.839942441121161,0.417,19.041437,1
8.85,3.223283799541234,0.585,17.072193,1
9.44,8.252861594735203,0.439,18.211742,1
5.92,2.8240186379516468,0.512,12.592269,0
9.97,4.986602581380032,0.671,19.565392,1
9.26,4.71372219838151,1.174,17.78504,0
8.11,14.751776371287017,0.484,18.977386,1
5.94,17.458176102025263,0.444,17.21274,1
9.4,7.517749136749572,0.559,19.168798,1
7.4,12.514695615263175,0.631,18.037144,1
9.78,8.666560317848191,0.617,19.613056,1
8.16,13.545848107421849,0.495,18.530424,1
6.81,28.33497708920644,0.596,19.11524,1
9.48,3.201358732945845,0.53,18.189695,1
9.17,1.0565258970224634,0.311,16.071056,1
9.23,9.0101066549212,0.46,17.223953,1
8.51,12.34395656606475,0.553,18.654888,1
4.53,15.358000249896635,0.147,15.918047,1
8.58,4.665798426106838,1.29,17.130587,0
9.38,15.57884581008009,0.662,20.025227,1
6.2,9.915625559523557,1.114,16.20217,0
7.34,18.13811637094518,0.473,18.77789,1
8.4,1.083724699537851,1.187,13.936049,0
8.27,1.851209045375112,1.388,14.121309,0
9.08,6.83761067680206,0.381,18.121056,1
7.45,1.3782745648269326,1.535,14.828356,0
5.29,13.48028398860864,1.049,15.933611,0
8.79,1.679152965655653,1.266,15.788368,0
5.77,9.633600212304676,-0.084,15.635639,1
7.04,6.382812217896524,1.122,15.784814,0
8.65,5.452340880697882,0.37,17.114235,1
7.72,2.3091357977132208,0.747,14.341412,0
8.61,1.420203767805964,1.337,15.921989,0
8.97,6.5129958995814565,1.3,17.607706,1
9.52,9.708751373424446,0.735,19.577852,0
8.48,2.167203186438289,1.2,16.59107,0
9.48,0.952209197496876,1.141,11.192113,0
8.2,3.816775080306897,1.499,15.04608,0
7.82,3.299026423182418,1.041,15.88921,0
6.93,3.903221863614686,1.085,15.147263,0
8.25,10.775815785759686,0.571,18.398947,1
7.07,6.144234450311005,1.013,16.121162,0
6.89,9.63210741687408,0.456,17.069149,1
9.71,4.2774139708260055,0.595,18.462543,1
7.81,4.073357967537996,0.933,16.128504,0
8.69,6.4094911142199305,0.999,16.495506,0
8.41,9.6396482240124,0.464,18.166687,1
8.01,1.617957499498538,1.551,13.740641,0
5.42,4.155224193730431,-0.066,13.46263,0
7.93,3.9013178405961177,0.964,16.132408,0
9.83,5.819049926704796,0.528,18.590242,1
4.26,12.396721320253784,0.942,14.767016,0
8.59,1.234871825582498,0.391,15.39864,0
6.03,7.194911725013266,-0.063,15.319675,0
6.67,14.535027940852132,0.518,17.734932,1
9.41,4.382026151712988,0.967,16.364676,0
6.0,11.137341287676293,0.029,16.3016,1
5.01,12.7240467028012,0.883,15.655226,0
6.17,12.449669315076497,0.959,16.596453,0
6.97,2.409482989827807,1.628,13.80678,0
9.53,4.069245791174797,0.229,17.014648,0
7.5,7.431311485526996,0.488,17.180054,1
7.2,2.773018202971809,0.085,11.394245,1
7.12,2.221711359716416,0.019,14.219778,0
5.87,9.875967603093663,0.966,15.8503685,0
6.22,2.2210681744720064,0.032,13.486591,1
5.76,4.93606209436998,1.185,14.739401,0
9.5,4.846783609566869,0.439,18.00352,1
4.79,9.544752461815277,1.572,14.79217,0
5.23,9.22250365057602,1.396,15.116331,0
6.61,4.964959718222356,1.079,15.087408,0
6.36,17.728790079382122,0.457,17.555244,1
7.25,10.803600747160624,1.019,17.435139,0
9.55,45.54308508237444,1.267,22.83528,1
8.88,7.46878822542278,0.409,18.506561,1
7.2,2.963646416842523,1.673,14.670773,0
7.32,4.778409314416883,1.031,15.685104,0
8.87,5.637750725202604,0.09,16.996563,1
8.7,12.42138352223004,0.874,19.026031,1
